OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,LENGTH_M,SHAPE_Length,From,To,from_suburb,to_suburb
2609,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,12456.89556,0.121484804,Sydenham,Sunbury,sydenham,sunbury
2610,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,34387.49264,0.352996098,Keilor,Sunbury,keilor,sunbury
2611,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39264.85294,0.389765574,Sunbury,Woodend,sunbury,woodend
2612,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,20637.78599,0.206451453,Gisborne,Woodend,gisborne,woodend
2616,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,16983.43147,0.169870612,Sunbury,Melton tee,sunbury,melton
2617,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,22324.49333,0.231787573,Deer Park,Melton (North),deer park,melton
2618,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,23554.65449,0.244828211,Deer Park,Melton,deer park,melton
2619,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,6050.766101,0.065566344,"Bonnie Brook ","Bonnie Brook ",bonn,bonn
2620,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Operational,66,Victoria,5,8/05/2024 0:00,8400.132756,0.084413149,Keilor,Sunshine,keilor,sunshine
2621,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Operational,66,Victoria,5,8/05/2024 0:00,8243.366048,0.083187543,Keilor,Sunshine (North East),keilor,sunshine
2622,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,2847.759853,0.028729003,Keilor,Kealba,keilor,kealba
2623,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,2805.034496,0.030274758,Keilor,Kealba (North),keilor,kealba
2624,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,17045.40458,0.180416443,Braybrook,Keilor,braybrook,keilor
2625,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,10125.26879,0.105905938,Ardeer,Deer Park (North),ardeer,deer park
2626,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,8876.500803,0.091858658,Keilor,Melbourne Airport,keilor,melbourne airport
2627,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,4670.701647,0.048404775,Keilor,Tullamarine,keilor,tullamarine
2628,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,2262.725668,0.021089178,Tullamarine,Melbourne Airport,tullamarine,melbourne airport
2629,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,1007.835357,0.01027228,"Tullamarine ","Tullamarine ",tullamarine,tullamarine
2630,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,4839.382739,0.04991064,Keilor,Airport West (South East),keilor,airport west
2631,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,4866.722869,0.050853771,Keilor,Airport West,keilor,airport west
2632,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5236.98409,0.056826372,Airport West,Pascoe Vale,airport west,pascoe vale
2633,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,11457.54573,0.120872739,Keilor,Pascoe Vale,keilor,pascoe vale
2634,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5560.655619,0.060011041,Keilor,Essendon,keilor,essendon
2635,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5402.301963,0.053871782,Eseendon,Braybrook,don,braybrook
